N,P,K,PointID,OC,pH,Clay,Silt,Sand
8.7,38.4,88.6,31883536,78.7,4.78,,,
6.3,26.7,81.4,30723514,54.5,7.12,,,
6.7,93.4,179.6,30483378,84.1,4.95,,,
17.9,66.0,398.8,31243506,553.5,3.81,,,
4.9,33.8,79.1,32043520,35.5,7.06,,,
4.3,65.7,160.4,31123392,34.9,5.96,,,
4.5,68.2,146.9,31163396,35.4,6.17,,,
3.3,32.2,137.1,31503370,30.5,6.39,,,
4.6,35.9,200.4,31523384,40.4,5.69,,,
3.4,78.1,340.4,31523392,27.4,5.4,,,
11.2,72.0,260.4,31463508,100.6,5.73,,,
4.3,35.7,101.5,32363508,34.0,5.92,,,
3.9,72.7,155.5,31523518,29.1,5.21,,,
5.0,44.6,72.0,31643530,38.4,4.65,,,
4.2,45.7,208.1,31343410,36.4,5.52,,,
4.4,58.7,188.2,31163428,37.3,4.98,,,
3.4,37.2,67.4,31523438,31.2,7.03,,,
4.1,68.4,87.9,31603416,31.5,4.94,,,
4.9,88.3,703.0,31483396,44.6,6.36,,,
4.1,19.8,121.8,31663648,38.2,7.04,,,
4.9,28.7,61.3,31163554,42.2,7.07,,,
2.7,8.7,45.9,31563626,26.8,7.52,,,
4.1,83.5,85.7,31123540,50.1,5.33,,,
3.5,24.6,53.2,31103548,32.2,5.55,,,
4.3,100.5,145.1,30863520,39.4,4.88,,,
6.8,86.0,74.2,30883506,73.5,7.2,,,
4.4,43.9,226.9,31123378,53.3,5.37,,,
7.6,48.9,217.6,30803590,65.7,4.84,,,
5.9,48.6,152.9,32383518,51.5,5.27,,,
3.6,69.8,317.9,32243468,27.1,4.86,,,
5.9,37.5,142.3,32143506,65.5,7.53,,,
8.3,162.7,729.2,32363494,68.1,5.22,,,
9.6,112.4,831.4,32583496,99.6,5.32,,,
7.0,52.1,243.8,32383504,55.6,4.53,,,
3.4,36.2,85.3,32243410,30.7,6.2,,,
4.1,57.3,301.7,31203558,31.9,6.49,,,
4.0,22.9,75.7,32523550,31.4,4.73,,,
4.7,68.3,197.1,31703420,37.9,5.13,,,
4.5,30.9,71.5,31723460,39.1,4.62,,,
5.5,66.5,180.0,32183418,49.1,6.41,,,
2.2,40.6,120.4,31963440,19.6,7.76,,,
5.2,79.3,275.3,32043448,39.1,5.68,,,
4.2,15.8,150.5,31963452,43.8,7.5,,,
6.2,78.3,135.8,31743540,57.1,4.18,,,
2.4,33.8,205.9,31983496,18.8,6.59,,,
2.6,32.1,323.4,32563536,18.6,5.96,,,
4.8,64.2,201.7,32343556,38.4,4.64,,,
4.7,47.8,86.4,32463554,39.7,4.63,,,
7.3,68.8,136.7,31603552,96.3,4.34,,,
5.0,44.2,252.6,31923554,60.8,5.2,,,
4.4,15.3,82.4,32143588,37.9,6.22,,,
4.0,36.4,250.3,32243456,38.8,4.47,,,
5.0,18.0,7.6,30883530,59.4,7.32,,,
5.0,110.6,175.8,30603568,52.5,4.1,,,
3.1,22.3,53.3,31863388,26.7,5.62,,,
6.9,124.0,134.1,30303464,58.2,4.23,,,
9.2,90.2,275.4,31083442,110.6,4.18,,,
6.9,57.7,168.6,31403574,58.3,5.05,,,
5.5,76.4,8.9,31303576,46.9,4.76,,,
4.8,57.7,103.1,32203464,37.5,5.08,,,
4.4,92.8,15.6,30623360,44.9,6.67,,,
3.0,31.2,53.4,31923414,29.7,4.97,,,
5.5,60.5,3.5,30743490,43.4,4.8,,,
5.3,71.2,172.4,31423542,43.2,4.51,,,
11.4,51.4,117.3,30943572,107.1,5.97,,,
4.7,59.0,94.1,31103526,39.7,4.55,,,
8.7,77.0,133.2,32243518,73.2,4.81,,,
13.1,88.8,83.7,31983538,118.0,6.94,,,
3.7,73.6,9.3,30663346,34.3,4.84,,,
4.4,41.0,182.4,31823436,40.1,4.41,,,
6.9,75.1,179.4,31263574,66.6,5.06,,,
22.2,66.2,193.1,30283550,330.5,4.27,,,
4.4,91.2,210.4,32203590,36.5,5.41,,,
3.5,42.7,271.7,30763356,32.2,5.66,,,
3.8,64.8,190.7,31203518,29.2,4.55,,,
8.2,75.1,107.7,31063588,96.8,3.96,,,
3.3,65.6,77.8,31063480,29.1,5.47,,,
6.9,62.5,621.1,30603574,74.7,3.88,,,
7.4,114.7,85.7,30663500,63.9,7.1,,,
8.5,107.2,243.6,30723546,77.9,4.41,,,
2.7,45.1,152.0,30483342,20.8,7.05,,,
4.5,47.7,114.7,30823370,39.8,5.77,,,
4.4,51.5,155.3,30303360,45.8,4.81,,,
5.7,51.7,228.9,31383482,45.7,5.25,,,
11.6,41.8,78.1,30763504,105.8,6.73,,,
6.0,77.9,99.0,32463558,53.4,4.45,,,
6.5,161.0,441.7,31803412,68.5,6.87,,,
12.1,24.6,344.9,48782686,109.3,6.65,,,
11.8,18.8,269.5,49422714,114.6,7.15,,,
10.8,37.3,139.9,48842662,104.4,6.91,,,
10.6,16.1,228.4,49322704,98.0,7.06,,,
2.5,11.9,271.7,51542716,23.7,6.55,,,
1.6,6.7,110.3,50722698,15.2,8.01,,,
1.3,34.0,159.5,49882694,12.8,8.04,,,
1.9,12.8,137.7,50422708,17.2,8.02,,,
0.8,54.6,49.5,50442704,7.9,7.51,,,
1.7,30.0,275.5,50542698,16.3,7.84,,,
2.6,6.7,183.1,50602694,25.6,7.86,,,
2.2,60.8,178.1,50662674,21.7,8.13,,,
0.9,15.2,97.4,50402656,9.2,8.16,,,
0.8,36.1,90.7,50722684,6.6,8.16,,,
0.8,8.3,36.7,50382658,6.6,7.31,,,
0.7,9.1,69.4,50782664,6.0,7.74,,,
4.2,45.2,241.0,50782672,53.3,7.67,,,
1.1,23.9,106.0,50202816,8.7,6.12,,,
2.0,66.1,702.7,50222794,18.1,7.79,,,
1.8,6.8,118.3,49782648,19.6,8.03,,,
3.2,32.3,277.9,51802860,27.5,6.4,,,
2.1,56.0,272.7,50682696,20.1,8.0,,,
2.1,4.8,178.1,50162704,16.4,8.21,,,
5.8,18.2,272.3,51862862,58.5,4.9,,,
3.3,12.7,99.5,50322756,40.6,5.95,,,
1.8,13.0,157.8,50322774,16.2,5.32,,,
1.9,25.5,498.9,50042692,23.1,7.94,,,
1.5,6.4,90.5,50062694,17.6,8.12,,,
0.6,13.2,46.3,50882704,5.5,7.91,,,
1.3,10.0,111.3,50162668,10.5,8.27,,,
1.8,6.8,292.5,49902614,18.0,8.02,,,
1.9,11.7,165.6,50202690,19.4,8.11,,,
10.2,33.7,110.2,50242658,113.6,7.2,,,
2.3,10.8,65.3,50282640,24.6,7.19,,,
1.2,4.2,32.9,50282690,10.6,7.79,,,
1.6,20.9,266.0,50322648,14.9,8.1,,,
5.1,11.2,143.8,50782700,47.2,7.82,,,
1.8,5.3,94.0,50142706,16.9,8.13,,,
2.8,25.5,331.5,51542680,26.1,7.91,,,
2.2,6.8,133.1,49822626,22.4,7.92,,,
4.3,57.0,403.4,50062808,42.5,7.25,,,
1.4,19.1,125.2,50142760,12.3,7.13,,,
1.6,11.2,219.9,49722596,9.7,7.82,,,
2.9,14.5,308.3,51442662,26.4,7.96,,,
4.1,105.4,739.1,51502654,39.6,7.59,,,
1.2,12.7,61.2,50422622,11.8,7.99,,,
2.7,23.5,490.2,51622644,26.8,5.95,,,
2.6,17.5,483.6,51722640,24.2,7.79,,,
2.7,12.6,384.0,51762666,24.3,7.82,,,
1.9,8.6,168.3,51782650,16.9,6.35,,,
2.0,101.2,549.0,51802666,16.2,6.65,,,
2.0,5.6,76.1,50022600,31.1,7.67,,,
1.6,12.1,224.0,49922626,12.4,7.61,,,
2.0,6.8,69.3,49942602,22.1,7.85,,,
0.8,20.2,72.7,49962634,6.2,6.79,,,
1.4,7.5,56.1,50362630,18.5,7.58,,,
1.5,21.9,185.8,49962684,16.3,8.07,,,
1.5,52.4,353.0,49982656,15.3,8.08,,,
2.0,10.1,152.9,50502616,20.1,8.12,,,
1.3,16.7,193.4,51782848,11.2,5.63,,,
2.4,7.6,144.5,50022636,28.1,7.84,,,
2.2,8.4,159.1,50022658,17.5,8.22,,,
1.9,6.0,118.6,50102604,16.6,8.03,,,
1.7,10.9,167.7,50102618,10.2,8.16,,,
1.8,5.6,147.3,50222584,18.3,8.15,,,
2.4,20.1,198.7,50242604,23.6,8.01,,,
2.9,17.2,154.8,50002608,31.5,8.17,,,
1.8,11.1,151.5,51002766,17.8,7.55,,,
1.2,6.5,123.9,51962812,9.2,6.39,,,
1.9,42.1,216.6,50602780,19.1,5.99,,,
4.7,29.9,243.5,50662800,51.4,4.36,,,
2.3,73.9,433.5,50702782,24.0,6.92,,,
2.0,33.1,307.8,50722774,17.1,6.33,,,
1.9,8.6,248.3,50742820,15.0,6.58,,,
0.8,54.5,195.2,50462784,6.1,5.31,,,
2.0,59.9,317.4,50962762,20.0,6.44,,,
1.4,8.0,96.6,50342794,12.8,5.21,,,
2.6,32.8,460.6,51082770,28.4,7.23,,,
1.1,14.5,120.7,52102818,9.8,5.61,,,
0.8,60.7,154.8,52262824,7.2,5.49,,,
0.6,34.9,58.7,52302814,4.2,4.53,,,
1.9,26.8,108.2,51862838,16.9,4.35,,,
2.2,13.3,315.3,50762776,17.1,6.39,,,
2.2,21.4,120.1,50502828,22.2,5.48,,,
1.1,9.3,113.3,51962830,7.9,5.74,,,
1.8,53.3,241.3,50422798,16.8,6.72,,,
1.8,32.1,329.7,50362788,15.8,7.01,,,
2.1,17.8,172.8,51362852,16.2,6.56,,,
2.5,19.7,186.6,52542834,22.9,6.15,,,
5.0,11.9,255.8,52402856,41.0,5.6,,,
1.8,23.0,307.6,52442852,14.5,6.01,,,
3.8,15.7,177.8,52442860,38.2,5.85,,,
2.2,21.8,102.9,52482850,16.4,5.06,,,
1.1,17.0,87.3,50342764,12.2,8.08,,,
1.9,19.7,94.5,52382854,13.8,5.61,,,
2.4,8.8,210.4,51302872,22.1,5.69,,,
3.3,28.3,286.9,52342860,28.8,7.07,,,
5.7,58.1,379.9,51542842,53.1,5.4,,,
1.8,7.3,109.7,51882830,13.5,7.95,,,
3.2,20.3,232.0,51602826,33.8,7.19,,,
1.0,20.7,178.3,51922818,8.5,5.97,,,
2.1,34.0,392.3,51682826,18.6,5.67,,,
2.6,37.9,253.2,51762864,21.0,5.39,,,
1.0,15.9,100.4,50362756,8.9,6.57,,,
1.4,14.5,193.8,52142848,12.2,6.72,,,
1.5,29.0,188.5,52622852,11.6,6.43,,,
2.1,32.5,195.4,51982864,17.2,6.4,,,
0.6,13.0,23.7,52182816,4.6,4.48,,,
1.1,6.2,112.3,52002838,9.2,5.82,,,
0.7,24.5,171.2,52042834,5.4,6.3,,,
1.9,24.0,133.1,52402838,15.6,5.51,,,
2.3,31.2,150.1,52102872,19.3,7.61,,,
2.8,36.0,293.4,52142854,19.9,7.76,,,
1.5,5.8,179.5,52182852,11.5,7.38,,,
0.9,58.3,198.5,52202866,8.1,5.76,,,
0.4,28.3,48.9,52222852,3.0,4.32,,,
1.0,27.9,69.4,52242866,8.1,4.44,,,
2.9,22.3,301.4,52262878,24.7,7.22,,,
2.5,35.5,315.3,52082870,19.4,5.65,,,
2.3,51.7,636.4,51602692,21.8,7.83,,,
1.4,40.0,161.1,49622620,9.7,6.51,,,
3.1,47.2,544.4,49922582,31.3,7.7,,,
2.5,71.6,1070.1,51302638,27.4,8.01,,,
1.0,14.3,145.8,49802596,13.4,8.05,,,
1.7,26.0,327.5,51362622,15.7,8.74,,,
1.7,35.9,227.8,49822572,13.8,7.05,,,
1.6,13.8,122.3,49882592,17.7,8.0,,,
2.1,34.7,308.1,51062638,19.3,7.35,,,
2.2,18.2,403.7,51122656,21.6,6.58,,,
2.3,37.5,472.2,51142628,19.7,7.07,,,
1.8,67.1,464.5,51142636,15.3,6.72,,,
2.5,21.2,443.2,51182618,20.5,7.77,,,
2.7,22.2,544.4,51222660,27.6,7.93,,,
1.8,91.5,281.8,49882564,14.3,6.16,,,
2.2,26.5,372.1,51022620,20.9,6.81,,,
1.1,19.5,89.6,50902644,9.4,7.97,,,
2.7,37.0,437.4,51422638,25.9,8.31,,,
1.6,5.7,71.8,49462554,16.8,8.0,,,
1.8,13.2,106.8,49462572,17.4,5.97,,,
1.5,30.1,185.8,49482568,12.0,6.28,,,
1.1,49.3,512.6,50682720,8.4,8.12,,,
2.6,30.7,336.8,50982686,22.2,6.61,,,
1.0,9.3,100.1,50642744,10.3,7.47,,,
2.2,7.7,492.4,51022656,18.6,7.98,,,
1.8,26.0,233.2,51022674,15.6,7.24,,,
1.4,11.3,140.0,49742582,10.1,7.06,,,
2.8,14.3,505.4,51082662,27.6,7.9,,,
2.4,29.4,374.2,51062628,22.3,7.88,,,
0.8,21.7,95.2,49342736,6.1,6.32,,,
1.6,11.3,178.6,49602580,12.6,7.75,,,
2.8,68.3,543.4,51042732,21.8,5.83,,,
0.3,14.5,68.2,50642712,2.3,7.6,,,
2.5,14.3,243.6,50622776,26.4,5.97,,,
0.9,6.7,75.4,50642752,9.8,7.15,,,
2.3,17.8,246.0,50642762,19.0,8.03,,,
2.6,47.5,913.4,50882746,25.2,7.87,,,
2.7,34.6,565.9,50922712,25.0,6.94,,,
1.4,18.5,185.4,50522764,11.5,6.43,,,
1.9,36.6,612.8,51022728,16.2,6.73,,,
2.0,26.9,320.1,51402742,18.9,6.9,,,
2.3,77.9,362.6,51142736,17.7,5.72,,,
1.8,10.8,267.7,51142754,18.4,7.77,,,
2.2,15.0,432.0,51342740,21.3,6.93,,,
2.4,20.2,239.8,51382746,22.8,6.26,,,
0.3,14.1,90.3,50582704,2.6,6.81,,,
1.8,35.1,477.9,50962748,16.7,7.71,,,
4.3,47.6,431.8,49642738,38.8,7.18,,,
2.3,17.6,158.1,49422720,24.0,5.37,,,
1.1,11.3,94.9,49442722,9.9,7.59,,,
2.4,13.9,138.3,49502704,21.1,7.93,,,
6.6,20.4,108.4,49502732,81.8,5.49,,,
2.3,11.3,108.2,49542746,23.7,5.29,,,
2.0,19.6,162.0,50582764,20.6,6.33,,,
1.5,12.4,139.4,49642720,13.8,8.03,,,
2.5,20.4,357.9,50642734,26.6,8.12,,,
1.8,15.6,171.8,49782732,17.6,8.0,,,
1.7,32.3,234.1,49822698,15.8,8.0,,,
2.7,18.4,142.1,49842726,24.4,7.98,,,
3.2,19.9,188.7,49862710,30.6,7.94,,,
2.2,7.7,140.4,49882700,24.2,8.1,,,
2.6,6.3,211.8,49922748,26.5,7.61,,,
1.5,7.9,117.5,49602720,13.4,8.07,,,
1.8,27.8,319.1,51482728,16.6,6.73,,,
0.7,33.8,64.2,48982640,5.6,5.53,,,
1.8,39.6,447.4,51342722,15.8,7.77,,,
2.7,54.0,765.6,51482704,24.7,7.79,,,
2.7,17.6,300.0,51382692,25.3,7.96,,,
2.8,13.5,288.0,51402678,18.8,8.07,,,
1.9,10.6,183.3,51422674,17.9,7.05,,,
2.4,29.6,463.2,51282676,20.2,7.94,,,
2.6,15.2,114.2,51442720,24.9,6.01,,,
2.3,104.2,552.4,51262716,21.0,7.56,,,
0.6,15.3,78.5,50782712,6.1,6.69,,,
2.8,14.2,148.1,50822716,27.0,8.16,,,
3.4,17.0,215.1,49342622,29.2,6.36,,,
1.5,63.1,285.8,49282626,12.1,7.89,,,
1.4,18.6,115.1,49242634,9.2,7.93,,,
0.8,5.1,40.8,50902630,6.2,7.85,,,
2.0,10.6,217.2,51422722,20.0,7.59,,,
3.2,10.2,124.2,49382622,36.5,7.7,,,
2.3,120.7,527.7,51602704,19.2,7.39,,,
1.8,29.9,236.6,51682690,15.8,7.63,,,
3.0,21.8,99.4,51682726,30.5,6.83,,,
2.7,66.6,451.1,51722712,24.7,7.35,,,
3.0,61.0,651.6,51762706,29.0,6.3,,,
2.1,11.9,183.7,51902712,17.3,6.53,,,
2.5,45.0,444.7,51282726,22.2,7.9,,,
1.7,27.9,193.5,49822810,14.2,6.39,,,
1.4,14.6,93.9,48402618,10.0,4.74,,,
1.7,18.6,208.0,49442620,14.2,6.67,,,
2.6,9.4,117.1,49442656,31.1,7.75,,,
3.1,70.7,627.8,51102708,31.0,6.92,,,
3.0,51.7,610.2,51102712,30.2,6.71,,,
2.4,13.8,265.5,51162704,22.4,6.58,,,
2.2,19.7,248.1,51242704,18.8,6.48,,,
1.6,101.4,674.2,51942696,15.0,8.09,,,
3.5,31.7,142.3,49262574,30.2,6.13,,,
2.2,8.8,79.1,50542644,24.0,8.2,,,
0.9,12.0,65.7,50702650,8.4,8.32,,,
1.5,29.4,159.5,50682732,14.9,8.05,,,
1.2,60.9,272.7,49142578,9.2,5.69,,,
2.7,22.4,92.5,49242562,21.1,7.2,,,
2.3,24.9,142.9,49122568,20.2,6.08,,,
1.3,8.8,124.6,49262584,10.3,6.41,,,
1.4,24.3,156.1,49442584,10.1,8.04,,,
1.4,8.5,70.1,50762614,11.6,8.13,,,
4.3,10.2,69.5,50762656,36.4,8.3,,,
1.1,22.9,67.7,50822626,9.6,8.27,,,
1.7,31.7,106.0,48762694,13.1,5.11,,,
2.1,22.6,340.2,50722734,22.9,8.16,,,
1.1,51.8,58.3,49062606,9.3,4.8,,,
1.5,65.9,210.0,48482618,10.8,6.17,,,
2.2,36.4,116.0,48742590,16.2,6.98,,,
1.3,39.7,29.7,48802592,13.7,4.38,,,
0.9,36.3,19.3,48802600,8.6,4.28,,,
0.8,39.0,90.6,48862602,6.1,6.24,,,
1.5,20.9,132.9,48882594,14.5,7.85,,,
2.1,12.5,101.3,50022582,28.3,7.94,,,
5.4,16.6,65.7,48702630,43.4,7.0,,,
0.6,9.5,99.1,50882656,5.4,8.07,,,
1.1,36.6,114.3,49102594,8.8,4.46,,,
1.3,19.3,103.0,48922608,9.3,5.45,,,
3.0,103.2,163.7,50742712,31.0,7.93,,,
1.8,16.8,143.9,50762728,18.2,8.0,,,
1.1,39.8,121.0,48882576,9.0,5.79,,,
0.5,16.7,18.2,49082574,5.3,4.85,,,
1.3,27.5,121.6,48702612,9.1,5.98,,,
1.6,49.9,488.3,50562748,14.6,8.19,,,
1.7,14.9,225.6,52102746,14.9,7.99,,,
2.3,19.8,110.2,51542784,24.9,6.63,,,
4.6,163.2,844.1,51542798,44.0,6.02,,,
3.5,24.5,171.5,51542802,37.8,5.18,,,
2.7,98.9,518.0,51622770,28.7,6.42,,,
2.3,13.7,192.0,51622792,23.1,6.52,,,
1.5,44.5,354.4,51482740,9.4,8.11,,,
0.7,6.7,29.0,50562708,8.1,7.35,,,
2.3,8.5,197.8,51422818,23.0,6.87,,,
2.2,26.7,290.1,51602740,20.0,7.77,,,
2.3,27.2,275.7,51622806,22.5,7.73,,,
2.6,27.5,233.0,51642748,25.8,7.96,,,
1.5,6.5,246.9,51642780,16.7,8.72,,,
2.6,16.3,287.8,51662758,24.5,6.72,,,
1.8,55.3,83.4,51122830,29.1,4.37,,,
3.4,39.8,716.8,51762786,34.3,7.97,,,
2.5,64.3,604.4,51262842,26.3,6.24,,,
1.1,59.2,108.3,48862692,9.5,5.75,,,
1.3,8.1,195.3,51142790,11.1,7.99,,,
2.2,21.2,236.1,51242812,21.2,6.16,,,
2.1,17.6,334.8,51302836,19.2,8.17,,,
2.7,14.5,126.3,51342800,23.6,6.87,,,
0.7,22.9,111.6,51362806,6.2,6.83,,,
3.4,37.7,599.6,51502744,32.9,6.78,,,
1.5,5.6,100.3,51242884,13.1,6.16,,,
2.3,20.6,251.3,51722744,21.4,7.69,,,
1.3,7.6,154.2,51262860,9.4,7.3,,,
2.9,48.7,765.3,51762822,27.9,7.75,,,
2.0,6.8,137.6,51802810,18.2,7.63,,,
2.0,55.9,340.2,51382764,18.5,7.04,,,
2.7,19.8,269.0,51422794,21.0,6.0,,,
2.0,16.7,167.4,51382836,19.7,5.86,,,
0.9,16.1,97.2,50282744,6.5,8.09,,,
2.0,22.0,347.6,51702740,19.6,6.75,,,
1.8,6.6,135.6,50502738,18.0,7.89,,,
1.8,16.7,176.4,50062712,13.7,8.16,,,
2.5,31.2,118.2,50102730,13.6,8.19,,,
1.5,40.7,68.4,50102734,12.1,8.12,,,
0.4,6.2,34.6,50242736,2.7,8.02,,,
0.6,14.4,54.0,52062776,5.1,5.13,,,
0.8,6.7,61.4,50282716,7.5,7.97,,,
0.6,23.8,34.8,52042798,4.7,5.16,,,
0.6,7.0,23.6,50362720,4.6,5.37,,,
1.0,19.8,69.0,50462726,8.6,7.82,,,
2.0,16.6,135.9,50262740,19.7,7.93,,,
1.4,10.0,91.7,51882740,10.9,5.67,,,
2.5,41.2,355.6,51722766,26.1,7.72,,,
2.3,33.3,252.6,51782754,22.1,8.03,,,
4.0,37.2,330.9,51802752,36.4,6.9,,,
1.7,21.4,163.0,52142764,14.6,5.92,,,
2.0,20.8,184.7,51802774,19.5,6.25,,,
2.0,13.1,156.2,51802792,19.4,7.38,,,
1.2,8.9,23.9,50502724,13.8,7.06,,,
1.8,17.7,170.9,51862780,17.1,5.93,,,
1.9,37.8,301.7,51082806,19.6,6.17,,,
0.5,10.5,40.5,51882794,4.7,4.55,,,
2.5,14.4,206.2,51942720,22.0,5.98,,,
2.9,10.8,232.2,51942732,30.4,6.26,,,
1.8,22.0,73.9,51942742,15.4,5.51,,,
1.7,9.0,416.7,51982734,14.5,7.64,,,
1.8,29.9,322.8,52002798,17.1,7.3,,,
2.3,24.6,219.5,51842758,23.3,6.7,,,
1.4,28.1,110.7,48362668,9.9,6.37,,,
7.4,22.0,81.9,49682686,79.2,7.6,,,
8.1,42.4,256.1,48542650,86.9,7.31,,,
5.2,42.8,57.7,48462686,68.9,3.82,,,
2.4,46.0,76.4,48442676,23.3,4.07,,,
1.5,10.4,124.9,48362656,11.6,5.15,,,
1.3,35.1,65.3,48282632,9.4,5.0,,,
1.5,24.2,169.3,48482644,11.6,6.11,,,
1.2,47.2,125.4,48342670,9.2,6.48,,,
1.4,40.7,155.1,48482672,11.1,6.4,,,
3.5,31.3,104.4,48162652,40.6,4.42,,,
1.6,18.5,119.5,49742708,14.3,7.69,,,
2.4,12.4,133.9,49782688,24.0,8.02,,,
1.7,30.9,167.8,49702694,14.7,8.11,,,
11.9,24.5,281.0,49782666,121.9,7.61,,,
2.1,12.3,200.0,51142816,19.1,5.38,,,
2.5,114.0,413.0,48162678,18.0,6.53,,,
1.5,8.3,144.6,49302672,12.0,6.34,,,
1.1,56.7,126.3,48702706,7.6,6.38,,,
3.2,72.7,399.3,49062684,25.4,7.66,,,
1.8,53.7,274.4,49162664,13.9,7.14,,,
1.4,12.9,174.6,49042656,10.3,6.96,,,
2.9,35.3,321.0,49062642,24.5,7.44,,,
1.1,25.9,89.7,48422650,8.9,5.12,,,
5.0,19.9,154.9,49402656,45.0,6.77,,,
1.4,14.8,120.7,48202716,10.8,7.1,,,
1.2,34.2,92.8,49382676,20.2,7.83,,,
2.1,26.8,385.5,49502668,19.6,7.84,,,
1.2,12.3,83.5,48622676,8.1,6.07,,,
3.7,19.5,136.9,48622646,29.5,7.36,,,
2.4,45.5,472.2,48622654,19.4,7.02,,,
2.1,11.9,82.6,48142656,18.6,6.34,,,
1.4,31.7,143.9,48302690,11.7,6.93,,,
4.7,16.6,156.3,49782670,46.2,7.61,,,
3.0,25.3,414.1,48582780,29.2,7.62,,,
2.0,32.3,248.1,48602776,20.2,6.75,,,
2.6,36.5,268.5,48542772,25.4,7.81,,,
1.3,39.1,157.7,48702724,10.7,6.77,,,
1.7,19.0,89.2,48602728,14.2,6.11,,,
6.4,11.4,86.2,48662762,75.8,7.47,,,
1.6,38.3,193.4,48622694,13.1,6.95,,,
2.0,14.5,156.4,48802772,28.6,8.02,,,
1.3,17.7,163.8,48542692,9.6,6.59,,,
1.5,56.5,255.5,48402694,11.6,5.49,,,
3.1,23.2,167.5,50742834,28.9,7.2,,,
1.8,10.3,150.0,50802830,17.6,5.63,,,
1.6,12.3,169.8,50902792,15.9,6.31,,,
2.0,93.3,221.4,51002852,16.9,5.57,,,
2.1,13.1,92.9,48582726,16.8,5.4,,,
1.2,14.1,145.0,48222726,8.6,7.97,,,
2.0,37.1,229.7,48362718,17.3,7.63,,,
1.8,19.2,209.7,48342720,14.2,6.84,,,
3.2,77.7,228.2,48482748,26.3,6.6,,,
1.2,29.5,91.0,48362746,10.1,6.42,,,
3.1,14.0,297.6,48262744,25.2,7.6,,,
2.9,11.3,265.5,49062756,25.8,8.03,,,
1.9,9.0,106.0,48722746,16.8,6.87,,,
1.8,20.2,120.8,48602740,14.7,6.19,,,
0.8,29.8,75.5,48882688,6.4,5.56,,,
3.9,7.1,106.2,48982754,37.6,8.13,,,
2.6,22.4,291.5,49102752,22.4,7.95,,,
0.6,28.8,102.8,48882742,4.7,6.73,,,
1.7,30.6,96.9,48702742,15.0,7.35,,,
2.0,11.4,137.1,48902764,25.1,8.05,,,
2.0,13.2,95.1,48922770,18.7,8.04,,,
2.6,133.3,386.6,48702732,21.1,6.32,,,
1.3,24.4,147.8,50382730,13.7,7.62,,,
1.1,32.1,130.4,52142866,7.9,4.47,,,
4.6,57.9,766.4,52062866,45.2,5.31,,,
2.0,8.0,113.8,50282676,19.1,7.54,,,
1.4,4.5,148.7,49982668,15.4,7.97,,,
2.3,19.2,372.0,51582652,23.6,7.76,,,
1.1,31.0,123.0,49502560,9.6,5.04,,,
1.9,23.1,277.5,49862704,20.8,7.79,,,
2.3,33.0,529.3,51442734,22.2,6.51,,,
1.3,19.6,93.7,48402676,10.7,5.36,,,
0.7,16.0,139.8,48622690,5.4,5.2,,,
3.0,5.4,218.6,51582792,31.3,5.51,,,
1.8,84.4,187.7,49862560,15.7,6.3,,,
4.0,10.2,158.6,39442726,51.8,5.49,,,
10.1,95.1,189.2,36562582,167.6,4.04,,,
8.7,70.7,151.7,36862954,194.4,3.83,,,
24.5,73.3,553.4,40222548,279.9,5.0,,,
10.3,27.1,263.2,40702748,158.4,4.2,,,
7.4,9.1,155.3,38922584,196.0,3.89,,,
4.7,47.4,176.6,35862884,108.6,4.38,,,
1.7,38.2,64.5,37242204,15.0,7.0,,,
9.3,37.9,86.8,36822540,150.9,4.1,,,
9.3,72.2,69.2,37462420,116.4,5.22,,,
5.4,27.2,276.2,36442224,70.9,7.07,,,
21.4,103.9,518.3,36142788,424.5,4.59,,,
7.8,11.6,125.3,39802538,118.9,7.14,,,
6.9,35.2,22.9,33042876,242.7,4.37,,,
11.5,44.2,37.4,33922836,193.1,4.08,,,
5.5,14.9,334.9,39102512,96.0,5.29,,,
4.5,11.9,102.2,40102648,55.2,5.37,,,
10.7,39.2,121.6,33082864,137.3,5.01,,,
16.4,66.1,288.1,39942574,243.8,5.64,,,
3.2,13.4,57.5,34382782,62.7,3.82,,,
7.6,33.7,180.5,34722780,141.0,4.16,,,
12.4,47.5,99.0,38422560,221.3,4.18,,,
8.0,44.0,274.7,36462948,185.8,4.25,,,
16.2,21.4,168.3,39762586,220.6,6.39,,,
4.4,10.6,76.1,40082628,55.4,5.52,,,
3.9,28.4,43.1,39622514,53.2,7.27,,,
16.4,42.5,102.7,39662496,168.1,7.13,,,
2.6,15.8,113.3,39882450,39.0,7.66,,,
4.2,54.0,228.4,39642470,39.2,6.11,,,
4.1,42.0,68.0,33422866,39.5,4.56,,,
10.1,12.2,240.4,39762600,124.8,5.92,,,
1.2,37.4,107.7,36682846,8.7,5.74,,,
5.7,27.6,106.4,37042536,57.2,5.15,,,
3.3,27.3,164.5,37362534,29.8,5.64,,,
3.5,11.2,90.2,36942470,37.4,5.52,,,
4.6,13.5,120.0,37242510,58.4,4.75,,,
12.7,70.8,510.5,36902530,144.5,5.21,,,
4.2,51.3,198.2,36502504,35.1,4.65,,,
3.3,40.3,449.3,34742632,27.1,7.74,,,
2.3,89.6,192.2,36682522,19.6,5.19,,,
2.9,22.0,226.6,36702474,33.3,5.17,,,
